"Financial Year","Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Lodged on behalf of","Total Expenditure","1*","2*","3*","4*","5*","Total Gifts Received"
"2009-2010","Greenpeace Australia Pacific Limited","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","87791","81791","0","0","6000","0","0"
"2009-2010","Media Entertainment & Arts Alliance","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","127189","32055","95134","0","0","0","0"
"2009-2010","Minerals Council of Australia","PO Box 4497","","KINGSTON","ACT","2604","","17184924","0","3136866","14048058","0","0","110000"
"2009-2010","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union","Level 7, 321 Pitt Street","","SYDNEY","NSW","2000","","18599","0","18599","0","0","0","0"
"2009-2010","Queensland Resources Council","Level 13","133 Mary Street","BRISBANE","QLD","4000","","133153","0","133153","0","0","0","122782"
"2009-2010","Queensland Teachers Union of Employees","PO Box 1750","","MILTON","QLD","4064","","28160","0","0","0","28160","0","0"
"2009-2010","RACV Limited","Level 7","485 Bourke Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2009-2010","Rio Tinto Ltd","GPO Box 384D","","MELBOURNE","VIC","3001","","537857","0","537857","0","0","0","0"
"2009-2010","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","PO Box 2211","","DANGAR","NSW","2309","","3548","0","3353","0","0","195","0"
"2009-2010","Shop Distributive & Allied Employees Association - VIC Branch","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","35864","27463","8401","0","0","0","0"
"2009-2010","Shop Distributive & Allied Employees' Association NSW Branch","PO Box K230","","HAYMARKET","NSW","1240","","0","0","0","0","0","0","0"
"2009-2010","Shop Distributive & Allied Employees' Association of Western Australia","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","0","0","0","0","0","0","0"
"2009-2010","The Climate Institute","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","134425","0","0","134425","0","0","1000"
"2009-2010","The Wilderness Society Limited","132 Davey Street","","HOBART","TAS","7000","","67981","0","0","11093","0","56888","0"
"2009-2010","Transport Workers Union of Australia - Federal Council","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","313414","0","313414","0","0","0","0"
"2009-2010","Transport Workers Union of Australia SA/NT Branch","PO Box 137","","WELLAND","SA","5007","","18491","0","18491","0","0","0","0"
"2009-2010","Transport Workers Union of New South Wales","PO Box 54","","MINCHINBURY","NSW","2770","","0","0","0","0","0","0","0"
"2009-2010","Unions NSW","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","0","0","0","0","0","0","0"
"2009-2010","United Workers Union","Locked Bag 9","","HAYMARKET","NSW","1240","","313016","196621","90732","0","25663","0","0"
"2008-2009","Aged Care Assoc. Australia - SA Inc.","Unit 5, 259 Glen Osmond Road","","FREWVILLE","SA","5063","","11170","11170","0","0","0","0","0"
"2008-2009","Australian Conservation Foundation Incorporated","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","0","0","0","0","0","0","0"
"2008-2009","Australian Council of Trade Unions","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","2444580","1367617","71118","36452","307320","662073","3427869"
"2008-2009","Australian Education Union ","120 Clarendon Street","","SOUTHBANK","VIC","3006","","1499260","0","77560","1234108","180180","7412","0"
"2008-2009","Australian Rail Tram & Bus Industry Union NSW Branch","Level 4","321 Pitt Street","SYDNEY","NSW","2000","","93958","0","0","0","0","93958","0"
"2008-2009","Auto, Food, Metals, Engin Printing & Kindred Industry Union","PO Box 844","","GRANVILLE","NSW","2142","","24008","0","24008","0","0","0","0"
"2008-2009","CEPU - Electrical Division QLD & NT ","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","872654","25000","136560","7835","0","703259","0"
"2008-2009","CFMEU","PO Box 6681","","EAST PERTH","WA","6892","","20777","20777","0","0","0","0","0"
"2008-2009","CFMEU Mining & Energy Division - National Office","PO Box Q1641","","SYDNEY","NSW","1230","","0","0","0","0","0","0","0"
"2008-2009","Electrical Trades Union of Employees Queensland","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","29450","4450","0","0","0","25000","0"
"2008-2009","EMILY's List Australia","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2008-2009","GetUp Limited","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","237183","0","143059","60929","17100","16095","137500"
"2008-2009","Greenpeace Australia Pacific Limited","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","53714","46644","0","0","7070","0","0"
"2008-2009","Health Services Union - National Office","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","200000","0","200000","0","0","0","0"
"2008-2009","Master Builders Association of Western Australia","PO Box 167","","WEST PERTH","WA","6872","","0","0","0","0","0","0","0"
"2008-2009","Media Entertainment & Arts Alliance","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","162308","2348","159960","0","0","0","0"
"2008-2009","Mr Alan B Jacobs","32/1-7 Bent Street","","LINDFIELD","NSW","2070","","0","0","0","0","0","0","0"
"2008-2009","Mr John Goldbaum","1703/7 Rockwall Crescent","","POTTS POINT","NSW","2011","","0","0","0","0","0","0","0"
"2008-2009","National Union of Workers","PO Box 343","","NORTH MELBOURNE","VIC","3051","","0","0","0","0","0","0","0"
"2008-2009","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union","Level 7, 321 Pitt Street","","SYDNEY","NSW","2000","","23050","0","23050","0","0","0","0"
"2008-2009","NTN Services ","PO Box 55","","MOOROOKA","QLD","4105","","0","0","0","0","0","0","0"
"2008-2009","Queensland Nurses Union of Employees","GPO Box 1289","","BRISBANE","QLD","4001","","341529","0","79506","262023","0","0","0"
"2008-2009","RACV Limited","Level 7","485 Bourke Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2008-2009","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","PO Box 2211","","DANGAR","NSW","2309","","0","0","0","0","0","0","0"
"2008-2009","Shop Distributive & Allied Employees Association - VIC Branch","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","0","0","0","0","0","0","0"
"2008-2009","Shop Distributive & Allied Employees' Association NSW Branch","PO Box K230","","HAYMARKET","NSW","1240","","0","0","0","0","0","0","0"
"2008-2009","Shop Distributive & Allied Employees' Association of Western Australia","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","0","0","0","0","0","0","0"
"2008-2009","Shop, Distributive & Allied Employees' Association - National","Sixth Floor","53 Queen Street","MELBOURNE","VIC","3000","","0","0","0","0","0","0","0"
"2008-2009","The 500 Club (WA)","PO Box Z5303","St Georges Terrace","PERTH","WA","6831","","0","0","0","0","0","0","0"
"2008-2009","The Australian Workers' Union of Employees Queensland","GPO Box 88","","BRISBANE","QLD","4000","","0","0","0","0","0","0","0"
"2008-2009","The Climate Institute","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","12000","0","0","0","12000","0","0"
"2008-2009","The Wilderness Society Limited","132 Davey Street","","HOBART","TAS","7000","","32459","0","0","0","0","32459","0"
"2008-2009","Transport Workers Union of Australia - Federal Council","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","173400","0","173400","0","0","0","0"
"2008-2009","Transport Workers Union of Australia - NSW Branch","PO Box 54","","MOUNT DRUITT","NSW","2770","","0","0","0","0","0","0","0"
"2008-2009","Transport Workers Union of New South Wales","PO Box 54","","MINCHINBURY","NSW","2770","","143542","0","143542","0","0","0","0"
"2008-2009","Unions NSW","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","0","0","0","0","0","0","0"
"2008-2009","United Workers Union","Locked Bag 9","","HAYMARKET","NSW","1240","","291916","21888","270028","0","0","0","0"
"2008-2009","Western Australian Prison Officers' Union of Workers","63 Railway Parade","","MT LAWLEY","WA","6050","","0","0","0","0","0","0","0"
"2007-2008","Aged Care Assoc. Australia - SA Inc.","Unit 5, 259 Glen Osmond Road","","FREWVILLE","SA","5063","","18000","0","18000","0","0","0","0"
"2007-2008","Australasian Meat Industry Employees Union - Federal Council","Level 1","39 Lytton Road","EAST BRISBANE","QLD","4169","","145112","6490","6490","122397","0","9735","0"
"2007-2008","Australasian Meat Industry Employees' Union - QLD Branch","Level 1","39 Lytton Road","EAST BRISBANE","QLD","4169","","41401","32240","0","0","3432","5729","0"
"2007-2008","Australian Christian Lobby","4 Campion Street","","DEAKIN","ACT","2600","","113239","0","31716","81523","0","0","113239"
"2007-2008","Australian Conservation Foundation Incorporated","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","203731","0","39326","0","12138","152267","17000"
"2007-2008","Australian Council of Trade Unions","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","15834139","182731","387047","14420546","843815","0","14364300"
"2007-2008","Australian Education Union ","120 Clarendon Street","","SOUTHBANK","VIC","3006","","1125345","0","21951","840934","260435","2025","0"
"2007-2008","Australian Municipal Administrative Clerical and Services Union ","Ground Floor,  116-124 Queensberry Street","","CARLTON SOUTH","VIC","3053","","1304388","0","32722","0","21440","1250226","0"
"2007-2008","Australian Rail Tram & Bus Industry Union NSW Branch","Level 4","321 Pitt Street","SYDNEY","NSW","2000","","240974","0","0","0","0","240974","0"
"2007-2008","Automotive Food Metals Engineering Printing & Kindred Ind. Union","PO Box 160","","GRANVILLE","NSW","2142","","277288","77848","42109","0","50281","107050","0"
"2007-2008","Batten Management Services","GPO Box 512","","SYDNEY","NSW","2001","","68885","0","68885","0","0","0","0"
"2007-2008","Business Council of Australia","GPO Box 1472","","MELBOURNE","VIC","3001","","2305645","0","194804","2110841","0","0","0"
"2007-2008","CEPU - Electrical Division QLD & NT ","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","1049000","416000","62000","265000","38000","268000","0"
"2007-2008","CFMEU","PO Box 6681","","EAST PERTH","WA","6892","","104028","67974","36054","0","0","0","0"
"2007-2008","CFMEU - Construction & General Division, National Office","PO Box Q235","QVB Post Office","SYDNEY","NSW","1230","","62686","0","28125","0","0","34561","0"
"2007-2008","CFMEU - Mining Division (Nth NSW District)","PO Box 364","","CESSNOCK","NSW","2325","","50907","0","42298","0","0","8609","0"
"2007-2008","CFMEU Mining & Energy Division - National Office","PO Box Q1641","","SYDNEY","NSW","1230","","152729","0","0","0","12320","140409","0"
"2007-2008","Cormack Foundation Pty Ltd","25 St James Park Drive","","BRIGHTON","VIC","3186","","22000","0","0","0","22000","0","0"
"2007-2008","Delta Hydraulics Pty Ltd","PO Box 20","","DEVONPORT","TAS","7310","","35450","13250","0","0","0","22200","0"
"2007-2008","Developmental Disability Council of WA (Inc)","City West Lotteries House 2 Delhi Street","","WEST PERTH","WA","6005","","0","0","0","0","0","0","0"
"2007-2008","Electrical Trades Union of Employees Queensland","PO Box 3520","","SOUTH BRISBANE","QLD","4101","","398000","163000","0","0","0","235000","0"
"2007-2008","Emily's List (Australia)","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","35066","637","0","0","34429","0","0"
"2007-2008","Finance Sector Union of Australia ","National Office","341 Queen Street","MELBOURNE","VIC","3000","","92422","0","0","0","51562","40860","0"
"2007-2008","Focus on Australia Foundation","46 Glenview Road","","UPPER COOMERA","QLD","4209","","1000110","0","400938","599172","0","0","0"
"2007-2008","Forward Brisbane Leadership","PO Box 940","","SPRING HILL","QLD","4004","","1982065","276782","794090","858706","52487","0","0"
"2007-2008","GetUp Limited","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","1277010","0","310748","258041","33562","674659","371947"
"2007-2008","Greenpeace Australia Pacific Limited","Level 2","33 Mountain Street","ULTIMO","NSW","2007","","73416","39946","0","0","0","33470","30000"
"2007-2008","Gunns Limited","PO Box 572","","LAUNCESTON","TAS","7250","","524965","0","345364","179601","0","0","0"
"2007-2008","Health Services Union - National Office","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","586673","0","24850","17387","28416","516020","0"
"2007-2008","HSU East","Locked Bag 3","","AUSTRALIA SQUARE","NSW","1215","","645412","8540","616567","20305","0","0","0"
"2007-2008","Independent Education Union (South Australia) Inc.","213 Currie Street","","ADELAIDE","SA","5000","","23605","0","0","0","7717","15888","0"
"2007-2008","Lend Lease Corporation Limited","Locked Bag 1","","MILLERS POINT","NSW","2000","","0","0","0","0","0","0","0"
"2007-2008","LHMU - National, QLD, NSW, VIC, ACT, SA, TAS, & NT Branches","Locked Bag 9","","HAYMARKET","NSW","1240","","826961","240006","4979","6109","47818","528049","0"
"2007-2008","Master Builders Association of Victoria","GPO Box 544","","MELBOURNE ","VIC","3001","","133465","0","79597","50322","0","3546","0"
"2007-2008","Master Builders Association of Western Australia","PO Box 167","","WEST PERTH","WA","6872","","0","0","0","0","0","0","0"
"2007-2008","Media Entertainment & Arts Alliance","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","188195","55106","0","0","0","133089","0"
"2007-2008","Mr Adrian Ross Coward","PO Box 309","","WYNYARD","TAS","7325","","0","0","0","0","0","0","0"
"2007-2008","Mr Alan B Jacobs","32/1-7 Bent Street","","LINDFIELD","NSW","2070","","30913","0","0","0","0","30913","0"
"2007-2008","Mr Bill McHaig","13 Oxford Street","","MALVERN","VIC","3144","","200000","0","200000","0","0","0","0"
"2007-2008","Mr David Hoist","26 Whistler Avenue","","UNLILY PARK","SA","5061","","15000","15000","0","0","0","0","0"
"2007-2008","Mr John Goldbaum","1703/7 Rockwall Crescent","","POTTS POINT","NSW","2011","","0","0","0","0","0","0","0"
"2007-2008","National Business Action Fund","PO Box 6005","","KINGSTON","ACT","2604","","13227897","0","332032","5900027","165900","6829938","7314681"
"2007-2008","National Union of Workers","PO Box 343","","NORTH MELBOURNE","VIC","3051","","646437","12082","14419","5000","56966","557970","0"
"2007-2008","National Union of Workers SA Branch","46 Greenhill Road","","WAYVILLE","SA","5034","","13217","1992","8290","0","390","2545","0"
"2007-2008","Nature Conservation Council of NSW","2/301 Kent Street","","SYDNEY","NSW","2000","","181004","0","30547","0","0","150457","71500"
"2007-2008","NSW Local Gov't Clerical Admin. Energy Air & Utilities T/A USU","Level 7","321 Pitt Street","SYDNEY","NSW","2000","","70224","0","35601","0","34623","0","0"
"2007-2008","NTN Services ","PO Box 55","","MOOROOKA","QLD","4105","","194700","0","194700","0","0","0","0"
"2007-2008","Peter Jordan","Strath Hill, RMB 5570","","STRATHBOGIE","VIC","3666","","66666","66666","0","0","0","0","0"
"2007-2008","Police Association of NSW","Level 4","154 Elizabeth Street","SYDNEY","NSW","2000","","21486","0","528","0","5642","15316","0"
"2007-2008","Queensland Council of Unions (QCU)","Level 5","16 Peel Street","SOUTH BRISBANE","QLD","4101","","633856","178245","116708","273070","0","65833","0"
"2007-2008","Queensland Independent Education Union of Employees","PO Box 418","","FORTITUDE VALLEY","QLD","4008","","11113","1150","8672","0","0","1291","0"
"2007-2008","Queensland Nurses Union of Employees","GPO Box 1289","","BRISBANE","QLD","4001","","403843","224488","157706","0","0","21649","0"
"2007-2008","Queensland Services, Industrial Union of Employees","PO Box 3347","","SOUTH BRISBANE","QLD","4101","","8100","0","0","0","0","8100","0"
"2007-2008","RACV Limited","Level 7","485 Bourke Street","MELBOURNE","VIC","3000","","96539","0","0","0","0","96539","0"
"2007-2008","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","PO Box 2211","","DANGAR","NSW","2309","","39885","0","23504","0","0","16381","0"
"2007-2008","Shop Distributive & Allied Employees' Association","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","286131","208742","29353","48036","0","0","0"
"2007-2008","Shop Distributive & Allied Employees' Association NSW Branch","PO Box K230","","HAYMARKET","NSW","1240","","57637","7203","22008","0","4063","24363","0"
"2007-2008","Shop Distributive & Allied Employees' Association of Western Australia","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","14985","3655","0","0","11330","0","0"
"2007-2008","Shop, Distributive & Allied Employees' Association - National","Sixth Floor","53 Queen Street","MELBOURNE","VIC","3000","","56538","56538","0","0","0","0","0"
"2007-2008","Shop, Distributive & Allied Employees Association - QLD Branch","PO Box 490","","SPRING HILL PRIVATE BOXES","QLD","4004","","409046","0","0","320925","24773","63348","0"
"2007-2008","Superannuated Cth Officers' Association (Federal Council) Inc","PO Box 107","","MAWSON","ACT","2607","","22410","6275","0","0","0","16135","0"
"2007-2008","The 500 Club (WA)","PO Box Z5303","St Georges Terrace","PERTH","WA","6831","","0","0","0","0","0","0","0"
"2007-2008","The Climate Institute","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","1393482","0","585960","216238","116554","474730","1000000"
"2007-2008","The Right to Life Australia Incorporated","P.O. Box 8040","","SUMNER","VIC","3057","","69766","0","69766","0","0","0","0"
"2007-2008","The Wilderness Society (Tasmania) Inc","130 Davey Street","","HOBART","TAS","7000","","129194","0","13068","69252","46874","0","0"
"2007-2008","The Wilderness Society Limited","132 Davey Street","","HOBART","TAS","7000","","108090","0","0","0","0","108090","20000"
"2007-2008","Timber Communities Australia","PO Box 172","","CAMPANIA","TAS","7026","","296460","0","225135","71325","0","0","0"
"2007-2008","Timber Communities Australia Ltd","PO Box 289","","DEAKIN WEST","ACT","2600","","0","0","0","0","0","0","0"
"2007-2008","Transport Workers Union (SA/NT Branch)","PO Box 137","","WELLAND","SA","5007","","34100","0","0","0","34100","0","0"
"2007-2008","Transport Workers Union of Australia - Federal Council","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","489500","0","0","0","49500","440000","525112"
"2007-2008","Transport Workers Union of Australia - NSW Branch","PO Box 54","","MOUNT DRUITT","NSW","2770","","0","0","0","0","0","0","0"
"2007-2008","Transport Workers Union of New South Wales","PO Box 54","","MINCHINBURY","NSW","2770","","183255","0","0","0","29053","154202","0"
"2007-2008","Unions NSW","Level 3 4-10 Goulburn Street","","SYDNEY","NSW","2000","","887312","335528","206629","0","50000","295155","0"
"2007-2008","Unions Tasmania","PO Box 128","","NORTH HOBART","TAS","7002","","181828","0","101355","24329","0","56144","0"
"2007-2008","Western Australian Prison Officers' Union of Workers","63 Railway Parade","","MT LAWLEY","WA","6050","","10645","313","234","0","2972","7126","0"
"2007-2008","Wilderness Society Sydney Inc","PO BOx K249 ","","HAYMARKET","NSW","1240","","13630","0","0","0","0","13630","0"
"2006-2007","ABCE & BLF Union","L2","366 Upper Roma Street","BRISBANE","QLD","4000","","140998","138766","2232","0","0","0","0"
"2006-2007","Auspoll","PO Box 516","","CARLTON SOUTH","VIC","3053","","114831","0","0","0","114831","0","0"
"2006-2007","Australasian Meat Industry Employees Union","L1, 39 Lytton Road","","EAST BRISBANE","QLD","4169","","119475","1703","0","0","0","117772","0"
"2006-2007","Australasian Meat Industry Employees' Union - QLD Branch","Level 1","39 Lytton Road","EAST BRISBANE","QLD","4169","","73627","4017","39599","0","0","30011","0"
"2006-2007","Australian Christian Lobby","4 Campion Street","","DEAKIN","ACT","2600","","18130","0","0","0","0","18130","0"
"2006-2007","Australian Conservation Foundation Incorporated","Level 1,","60 Leicester Street","CARLTON","VIC","3053","","19823","0","14015","0","0","5808","0"
"2006-2007","Australian Council of Trade Unions","Level 6, 365 Queen Street","","MELBOURNE","VIC","3000","","10056932","1012950","262019","8544824","237139","0","9943484"
"2006-2007","Australian Education Union ","120 Clarendon Street","","SOUTHBANK","VIC","3006","","961253","0","17911","620217","189261","133864","0"
"2006-2007","Australian Municipal Administrative Clerical and Services Union ","Ground Floor,  116-124 Queensberry Street","","CARLTON SOUTH","VIC","3053","","342787","0","25705","0","40862","276220","0"
"2006-2007","Australian Nursing Federation","PO Box 4239","","KINGSTON","ACT","2604","","125206","0","2645","0","1465","121096","0"
"2006-2007","Australian Nursing Federation - SA Branch","PO Box 861","","REGENCY PARK BC","SA","5942","","107058","0","0","0","0","107058","0"
"2006-2007","Australian Rail Tram & Bus Industry Union, Queensland Branch","Level 1","457 Upper Edward Street","BRISBANE","QLD","4000","","142793","0","142793","0","0","0","0"
"2006-2007","Automotive Food Metals Engineering Printing & Kindred Ind. Union","PO Box 160","","GRANVILLE","NSW","2142","","196792","73710","75435","0","47647","0","0"
"2006-2007","CEPU Plumbing Division","PO Box 3596","","SOUTH BRISBANE","QLD","4101","","31503","31503","0","0","0","0","0"
"2006-2007","CFMEU","PO Box 6681","","EAST PERTH","WA","6892","","102899","69984","32915","0","0","0","0"
"2006-2007","CFMEU - Construction & General Division, National Office","PO Box Q235","QVB Post Office","SYDNEY","NSW","1230","","160695","0","77879","70000","12816","0","0"
"2006-2007","CFMEU Construction and General Division, New South Wales Divisional Branch","Locked Bag 5015","","ALEXANDRIA","NSW","2015","","34796","0","34796","0","0","0","0"
"2006-2007","CFMEU Mining & Energy Division - National Office","PO Box Q1641","","SYDNEY","NSW","1230","","357290","0","0","0","11430","345860","0"
"2006-2007","CFMMEU - Maritime Union of Australia Division","Level 2 ","365 - 375 Sussex Street","SYDNEY","NSW","2000","","553477","12529","0","0","19826","521122","0"
"2006-2007","Christian Adult Social Institute (CASI)","PO Box 1521","","BAKERY HILL","VIC","3354","","17035","17035","0","0","0","0","15724"
"2006-2007","Community & Public Sector Union-Civil Service Association of WA ","PO Box 2252","","PERTH","WA","6001","","105201","0","0","0","7219","97982","0"
"2006-2007","CPSU - State Public Services Federation Group, Federal Off","4/160 Clarence Street","","SYDNEY","NSW","2000","","1350444","0","0","0","0","1350444","0"
"2006-2007","CPSU - State Public Services Federation, South Australian Branch","122 Pirie Street","","ADELAIDE","SA","5000","","215260","0","0","0","0","215260","0"
"2006-2007","CPSU Community & Public Sector Union","Level 5-7","191-199 Thomas Street","HAYMARKET","NSW","2000","","1272811","0","15061","6466","3330","1247954","0"
"2006-2007","EMILY's List Australia","Level 2, Queen Victoria Women's Centre","210 Lonsdale Street","MELBOURNE","VIC","3000","","18167","421","0","0","17746","0","0"
"2006-2007","Finance Sector Union of Australia ","National Office","341 Queen Street","MELBOURNE","VIC","3000","","625201","0","0","0","12160","613041","0"
"2006-2007","Flight Attendants' Association of Aust - Domestic Regional Div ","Unit 18","538 Gardeners Road","ALEXANDRIA","NSW","2015","","21549","0","0","0","0","21549","0"
"2006-2007","Friends of Indi","33 Benelong Road","","CREMORNE","NSW","2090","","28526","14263","0","14263","0","0","0"
"2006-2007","Galaxy DP Pty Ltd","1 - 3 Derwent St","","GLEBE","NSW","2037","","18000","0","0","0","18000","0","0"
"2006-2007","GetUp Limited","Level 1, 64-76 Kippax Street","","SURRY HILLS","NSW","2010","","555234","0","183453","169905","14635","187241","215830"
"2006-2007","Health Services Union","Level 2,","109 Pitt Street","SYDNEY","NSW","2000","","513545","110611","402934","0","0","0","0"
"2006-2007","Health Services Union - National Office","Suite 46, 255 Drummond Street","","CARLTON","VIC","3053","","404292","0","16426","0","9394","378472","0"
"2006-2007","Health Services Union, Tasmania No.1 Branch","PO Box 635","","NORTH HOBART","TAS","7002","","35020","3503","12683","0","16224","2610","0"
"2006-2007","Independent Education Union - NSW/ACT","GPO Box 116","","SYDNEY","NSW","2001","","23167","0","18767","0","3795","605","0"
"2006-2007","Master Builders Assoc of WA (Union of Employers) Perth","35-37 Havelock Street","","WEST PERTH","WA","6005","","32070","0","25620","6450","0","0","0"
"2006-2007","Media Entertainment & Arts Alliance","PO Box 723","","STRAWBERRY HILLS","NSW","2012","","373402","373402","0","0","0","0","0"
"2006-2007","National Union of Students Inc.","64/54 Victoria Street","","SOUTH CARLTON","VIC","3053","","20560","0","20488","0","0","72","0"
"2006-2007","National Union of Workers","PO Box 343","","NORTH MELBOURNE","VIC","3051","","898331","0","0","0","24065","874266","0"
"2006-2007","Nature Conservation Council of NSW","2/301 Kent Street","","SYDNEY","NSW","2000","","22500","0","0","0","0","22500","45000"
"2006-2007","New South Wales Nurses and Midwives' Association","50 O'Dea Avenue","","WATERLOO","NSW","2017","","283529","0","61357","49950","44175","128047","0"
"2006-2007","Oxfam Australia","132 Leicester Street","","CARLTON","VIC","3053","","148096","0","0","0","0","148096","0"
"2006-2007","Police Federation of Australia","Level 1","21 Murray Crescent","GRIFFITH","ACT","2603","","291687","282953","8734","0","0","0","282943"
"2006-2007","Public Service Association of NSW","GPO Box 3365","","SYDNEY","NSW","2001","","332358","0","0","0","16591","315767","0"
"2006-2007","Queensland Nurses Union of Employees","GPO Box 1289","","BRISBANE","QLD","4001","","505034","0","0","0","0","505034","0"
"2006-2007","Queensland Services, Industrial Union of Employees","PO Box 3347","","SOUTH BRISBANE","QLD","4101","","6200","0","0","0","0","6200","0"
"2006-2007","Queensland Teachers Union of Employees","PO Box 1750","","MILTON","QLD","4064","","112859","0","18696","30000","17437","46726","0"
"2006-2007","SAWEFA Newcastle & Northern NSW","PO Box 118","","HAMILTON","NSW","2303","","42674","0","15492","0","3289","23893","0"
"2006-2007","Shop Distributive & Allied Employees Association - VIC Branch","65 Southbank Boulevard","","SOUTHBANK","VIC","3006","","137387","8560","91687","1279","35861","0","0"
"2006-2007","Shop Distributive & Allied Employees' Association NSW Branch","PO Box K230","","HAYMARKET","NSW","1240","","76915","0","50235","0","26680","0","0"
"2006-2007","Shop Distributive & Allied Employees' Association of Western Australia","5th Floor, 25 Barrack Street","","PERTH","WA","6000","","11684","0","0","0","11684","0","0"
"2006-2007","Shop Distributive and Allied Employees Association (QLD Branch)","PO Box 490","","SPRING HILL","QLD","4004","","246359","0","0","212278","34081","0","0"
"2006-2007","State School Teachers Union of WA","PO Box 6140","","EAST PERTH","WA","6892","","23557","0","0","0","0","23557","0"
"2006-2007","Textile Clothing & Footwear Union of Australia (Nat. Council)","Ground Floor","28 Anglo Road","CAMPSIE","NSW","2194","","55000","55000","0","0","0","0","0"
"2006-2007","Textiles, Clothing & Footwear Union (Vic & Qld & WA) Branch","Level 3","540 Elizabeth St","MELBOURNE","VIC","3000","","26139","22000","4139","0","0","0","0"
"2006-2007","The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch","PO Box 226","","MAYFIELD","NSW","2304","","11338","0","1760","1650","0","7928","0"
"2006-2007","The Climate Institute","Level 15, 179 Elizabeth St","","Sydney","NSW","2000","","255693","0","0","170089","85604","0","1000000"
"2006-2007","The Community and Public Sector Union, SPSF, QLD","PO Box 157175","","CITY EAST","QLD","4002","","78130","0","0","0","0","78130","0"
"2006-2007","The Queensland Public Sector Union of Employees","PO Box 15175","","CITY EAST","QLD","4002","","802033","0","0","0","0","802033","0"
"2006-2007","The Wilderness Society (Tasmania) Inc","130 Davey Street","","HOBART","TAS","7000","","50054","0","50054","0","0","0","0"
"2006-2007","The Wilderness Society Limited","132 Davey Street","","HOBART","TAS","7000","","71878","0","0","0","0","71878","0"
"2006-2007","Transport Workers Union (WA Branch)","PO Box 8497","Perth Business Centre","PERTH","WA","6849","","58136","58136","0","0","0","0","0"
"2006-2007","Transport Workers Union of Australia - Federal Council","Level 2, 388-390 Sussex St","","SYDNEY SOUTH","NSW","2000","","340675","241802","0","0","98873","0","297191"
"2006-2007","Transport Workers Union of New South Wales","PO Box 54","","MINCHINBURY","NSW","2770","","141916","141916","0","0","0","0","0"
"2006-2007","Unions Tasmania","PO Box 128","","NORTH HOBART","TAS","7002","","88024","0","26567","14784","0","46673","100000"
"2006-2007","United Workers Union","Locked Bag 9","","HAYMARKET","NSW","1240","","1245465","1208012","0","0","37453","0","0"
"2006-2007","Victorian Independant Education Union","PO Box 1230","","SOUTH MELBOURNE","VIC","3205","","24041","0","14915","0","1467","7659","0"
"2006-2007","World Wide Fund for Nature Australia","GPO Box 528","","SYDNEY","NSW","2001","","13000","0","0","0","13000","0","0"
